sentence,word,hierarchical,non-hierarchical
339,belonging,,
339,to,,
339,this,,
339,category,,
339,",",,
339,and,,
339,are,,
339,mostly,,HAS_FUNCTION
339,used,,HAS_FUNCTION
339,to,,HAS_FUNCTION
339,improve,,HAS_FUNCTION
339,the,,HAS_FUNCTION
339,understanding,,HAS_FUNCTION
339,of,,HAS_FUNCTION
339,the,,HAS_FUNCTION
339,hydrological,,HAS_FUNCTION
339,behaviour,,HAS_FUNCTION
339,of,,HAS_FUNCTION
339,karst,,HAS_FUNCTION
339,systems,,HAS_FUNCTION
339,.,,
340,Speleogenesis,DEFINIENDUM,
340,(,,
340,karstic,,
340,),,
340,is,DEFINITOR,
340,a,DEFINITOR,
340,mass-transfer,GENUS,
340,process,GENUS,
340,",",,
340,which,,
340,critically,,HAS_CAUSE
340,depends,,HAS_CAUSE
340,on,,HAS_CAUSE
340,both,,HAS_CAUSE
340,",",,HAS_CAUSE
340,the,,HAS_CAUSE
340,aggressiveness,,HAS_CAUSE
340,of,,HAS_CAUSE
340,groundwater,,HAS_CAUSE
340,and,,HAS_CAUSE
340,its,,HAS_CAUSE
340,circulation,,HAS_CAUSE
340,(,,HAS_CAUSE
340,movement,,HAS_CAUSE
340,),,HAS_CAUSE
340,.,,
341,Aggressiveness,,HAS_ATTRIBUTE
341,is,,HAS_ATTRIBUTE
341,an,,HAS_ATTRIBUTE
341,attribute,,HAS_ATTRIBUTE
341,of,,HAS_ATTRIBUTE
341,groundwater,DEFINIENDUM,
341,that,,
341,corresponds,,DEFINED_AS
341,to,,DEFINED_AS
341,a,,DEFINED_AS
341,chemical,,DEFINED_AS
341,potential,,DEFINED_AS
341,for,,DEFINED_AS
341,mobilization,,DEFINED_AS
341,of,,DEFINED_AS
341,a,,DEFINED_AS
341,dissolved,,DEFINED_AS
341,matter,,DEFINED_AS
341,from,,DEFINED_AS
341,the,,DEFINED_AS
341,rock,,DEFINED_AS
341,.,,
342,Tafoni,DEFINIENDUM,
342,geomorphology,DEFINIENDUM,
342,designates,DEFINITOR,
342,a,DEFINITOR,HAS_FORM
342,hollow,GENUS,HAS_FORM
342,shape,GENUS,HAS_FORM
342,rounded,,HAS_SIZE
342,several,,HAS_SIZE
342,decimeters,,HAS_SIZE
342,to,,HAS_SIZE
342,several,,HAS_SIZE
342,meters,,HAS_SIZE
342,",",,
342,carved,,HAS_CAUSE
342,by,,HAS_CAUSE
342,erosion,,HAS_CAUSE
342,in,,COMPOSITION_MEDIUM
342,the,,COMPOSITION_MEDIUM
342,coastal,,COMPOSITION_MEDIUM
342,carbonates,,COMPOSITION_MEDIUM
342,.,,
343,Sea,DEFINIENDUM,
343,caves,DEFINIENDUM,
343,",",,
343,also,,
343,known,,
343,as,,
343,littoral,DEFINIENDUM,
343,caves,DEFINIENDUM,
343,",",,
343,are,DEFINITOR,
343,a,DEFINITOR,
343,type,DEFINITOR,
343,of,DEFINITOR,
343,cave,GENUS,
343,formed,,HAS_CAUSE
343,primarily,,HAS_CAUSE
343,by,,HAS_CAUSE
343,wave,,HAS_CAUSE
343,action,,HAS_CAUSE
343,.,,
344,In,,HAS_LOCATION
344,desert,,HAS_LOCATION
344,environments,,HAS_LOCATION
344,",",,
344,spring,DEFINIENDUM,
344,mounds,DEFINIENDUM,
344,are,DEFINITOR,
344,hot,GENUS,HAS_FUNCTION
344,beds,GENUS,HAS_FUNCTION
344,of,,HAS_FUNCTION
344,biological,,HAS_FUNCTION
344,activity,,HAS_FUNCTION
344,that,,
344,",",,
344,like,,
344,soils,,
344,",",,
344,tend,,COMPOSITION_MEDIUM
344,to,,COMPOSITION_MEDIUM
344,be,,COMPOSITION_MEDIUM
344,zones,,COMPOSITION_MEDIUM
344,of,,COMPOSITION_MEDIUM
344,high,,COMPOSITION_MEDIUM
344,PCO2,,COMPOSITION_MEDIUM
344,.,,
345,The,,
345,term,,
345,epigenesis,DEFINIENDUM,
345,is,,
345,widely,,
345,used,,
345,in,,
345,Earth,,
345,Sciences,,
345,",",,
345,employing,,
345,epi,,
345,-,,
345,in,,
345,the,,
345,second,,
345,",",,
345,temporal,,
345,sense,,
345,",",,
345,along,,
345,with,,
345,a,,
345,complementary,,
345,syngenesis,,
345,.,,
346,Hypogene,DEFINIENDUM,
346,karstification,DEFINIENDUM,
346,is,DEFINITOR,
346,defined,DEFINITOR,
346,as,DEFINITOR,
346,upward,,HAS_FORM
346,movement,GENUS,
346,�,,
346,of,,
346,the,,
346,cave-forming,,
346,agent,,
346,�,,
346,(,,
346,sensu,,
346,Klimchouk,,
346,",",,
346,2007,,
346,",",,
346,2012,,
346,),,
346,.,,
347,The,,
347,term,,
347,doline,DEFINIENDUM,
347,",",,
347,of,,
347,Slavonic,,
347,origin,,
347,",",,
347,means,DEFINITOR,
347,literally,,
347,valley,,
347,but,,
347,actually,,
347,it,DEFINITOR,
347,has,DEFINITOR,
347,been,DEFINITOR,
347,used,DEFINITOR,
347,since,DEFINITOR,
347,a,DEFINITOR,
347,long,DEFINITOR,
347,time,DEFINITOR,
347,to,DEFINITOR,
347,indicate,DEFINITOR,
347,more,,
347,or,,
347,less,,
347,well,,
347,defined,,
347,topographically,,HAS_FORM
347,depressed,,HAS_FORM
347,areas,GENUS,
347,related,,HAS_ATTRIBUTE
347,to,,HAS_ATTRIBUTE
347,karst,,HAS_ATTRIBUTE
347,.,,
348,Caves,DEFINIENDUM,
348,are,,
348,natural,,HAS_FORM
348,underground,,HAS_LOCATION
348,laboratories,,
348,where,,HAS_ATTRIBUTE
348,crystal,,HAS_ATTRIBUTE
348,growth,,HAS_ATTRIBUTE
348,processes,,HAS_ATTRIBUTE
348,can,,HAS_ATTRIBUTE
348,be,,HAS_ATTRIBUTE
348,directly,,HAS_ATTRIBUTE
348,observed,,HAS_ATTRIBUTE
348,.,,
349,Influxes,,HAS_CAUSE
349,of,,HAS_CAUSE
349,sediment,,HAS_CAUSE
349,into,,HAS_CAUSE
349,a,,HAS_CAUSE
349,cave,,HAS_CAUSE
349,system,,HAS_CAUSE
349,fundamentally,,HAS_CAUSE
349,alters,,HAS_CAUSE
349,the,,HAS_CAUSE
349,way,,HAS_CAUSE
349,cave,DEFINIENDUM,
349,passages,DEFINIENDUM,
349,develop,,
349,",",,
349,either,,HAS_CAUSE
349,by,,HAS_CAUSE
349,alluviation,,HAS_CAUSE
349,in,,HAS_CAUSE
349,a,,HAS_CAUSE
349,vadose,,HAS_CAUSE
349,environment,,HAS_CAUSE
349,",",,HAS_CAUSE
349,or,,HAS_CAUSE
349,upwards,,HAS_CAUSE
349,dissolution,,HAS_CAUSE
349,in,,HAS_CAUSE
349,a,,HAS_CAUSE
349,phreatic,,HAS_CAUSE
349,environment,,HAS_CAUSE
349,through,,HAS_CAUSE
349,a,,HAS_CAUSE
349,process,,HAS_CAUSE
349,commonly,,HAS_CAUSE
349,known,,HAS_CAUSE
349,as,,HAS_CAUSE
349,paragenesis,,HAS_CAUSE
349,.,,
350,shaft,DEFINIENDUM,
350,:,,
350,A,,
350,vertical,,HAS_FORM
350,passage,GENUS,
350,in,,HAS_LOCATION
350,a,,HAS_LOCATION
350,cave,,HAS_LOCATION
350,.,,
351,shake,DEFINIENDUM,
351,",",,
351,shakehole,DEFINIENDUM,
351,:,,
351,Term,,
351,used,,
351,mainly,,
351,by,,
351,cavers,,
351,to,,
351,indicate,,
351,a,,
351,doline,GENUS,
351,",",,
351,especially,,HAS_CAUSE
351,one,,HAS_CAUSE
351,formed,,HAS_CAUSE
351,by,,HAS_CAUSE
351,subsidence,,HAS_CAUSE
351,.,,
352,shake,DEFINIENDUM,
352,",",,
352,shakehole,DEFINIENDUM,
352,:,,
352,Hole,GENUS,
352,formed,,HAS_CAUSE
352,by,,HAS_CAUSE
352,solution,,HAS_CAUSE
352,",",,HAS_CAUSE
352,subsidence,,HAS_CAUSE
352,",",,HAS_CAUSE
352,and,,HAS_CAUSE
352,compaction,,HAS_CAUSE
352,in,,COMPOSITION_MEDIUM
352,loose,,COMPOSITION_MEDIUM
352,draft,,COMPOSITION_MEDIUM
352,or,,COMPOSITION_MEDIUM
352,alluvium,,COMPOSITION_MEDIUM
352,overlying,,COMPOSITION_MEDIUM
352,beds,,COMPOSITION_MEDIUM
352,of,,COMPOSITION_MEDIUM
352,limestone,,COMPOSITION_MEDIUM
352,.,,
353,shawl,DEFINIENDUM,
353,:,,
353,Simple,,
353,triangular-shaped,,HAS_FORM
353,curtain,GENUS,
353,",",,
353,sheet,,
353,.,,
353,A,,COMPOSITION_MEDIUM
353,thin,,COMPOSITION_MEDIUM
353,coating,,COMPOSITION_MEDIUM
353,of,,COMPOSITION_MEDIUM
353,calcium,,COMPOSITION_MEDIUM
353,carbonate,,COMPOSITION_MEDIUM
353,formed,,HAS_LOCATION
353,on,,HAS_LOCATION
353,walls,,HAS_LOCATION
353,",",,HAS_LOCATION
353,shelves,,HAS_LOCATION
353,",",,HAS_LOCATION
353,benches,,HAS_LOCATION
353,",",,HAS_LOCATION
353,and,,HAS_LOCATION
353,terraces,,HAS_LOCATION
353,by,,HAS_CAUSE
353,trickling,,HAS_CAUSE
353,water,,HAS_CAUSE
353,.,,
354,shield,DEFINIENDUM,
354,:,,
354,A,,
354,disk-shaped,,HAS_FORM
354,speleothem,GENUS,
354,standing,,HAS_LOCATION
354,edgewise,,HAS_LOCATION
354,at,,HAS_LOCATION
354,a,,HAS_LOCATION
354,high,,HAS_LOCATION
354,angle,,HAS_LOCATION
354,.,,
355,sink,DEFINIENDUM,
355,",",,
355,sinkhole,DEFINIENDUM,
355,:,,
355,General,,
355,terms,,
355,for,,
355,closed,GENUS,
355,depressions,GENUS,
355,.,,
355,They,,HAS_FORM
355,may,,HAS_FORM
355,be,,HAS_FORM
355,basin,,HAS_FORM
355,",",,HAS_FORM
355,funnel,,HAS_FORM
355,",",,HAS_FORM
355,or,,HAS_FORM
355,cylindrical,,HAS_FORM
355,shaped,,HAS_FORM
355,.,,
356,sinkhole,DEFINIENDUM,
356,plain,DEFINIENDUM,
356,:,,
356,Plain,GENUS,
356,on,,CONTAINS
356,which,,CONTAINS
356,most,,CONTAINS
356,of,,CONTAINS
356,the,,CONTAINS
356,local,,CONTAINS
356,relief,,CONTAINS
356,is,,CONTAINS
356,due,,CONTAINS
356,to,,CONTAINS
356,closed,,CONTAINS
356,depressions,,CONTAINS
356,and,,
356,nearly,,HAS_FUNCTION
356,all,,HAS_FUNCTION
356,drainage,,HAS_FUNCTION
356,is,,HAS_FUNCTION
356,subterranean,,HAS_FUNCTION
356,.,,
357,sinkhole,DEFINIENDUM,
357,pond,DEFINIENDUM,
357,:,,
357,Small,,HAS_SIZE
357,lake,,
357,in,,HAS_LOCATION
357,closed,,HAS_LOCATION
357,depression,,HAS_LOCATION
357,in,,COMPOSITION_MEDIUM
357,limestone,,COMPOSITION_MEDIUM
357,",",,
357,due,,HAS_CAUSE
357,to,,HAS_CAUSE
357,an,,HAS_CAUSE
357,impervious,,HAS_CAUSE
357,clay,,HAS_CAUSE
357,floor,,HAS_CAUSE
357,or,,HAS_CAUSE
357,to,,HAS_CAUSE
357,intersection,,HAS_CAUSE
357,of,,HAS_CAUSE
357,depression,,HAS_CAUSE
357,with,,HAS_CAUSE
357,the,,HAS_CAUSE
357,water,,HAS_CAUSE
357,table,,HAS_CAUSE
357,.,,
358,sinking,DEFINIENDUM,
358,creek,DEFINIENDUM,
358,:,,
358,A,,
358,small,,HAS_SIZE
358,stream,GENUS,
358,that,,HAS_FUNCTION
358,disappears,,HAS_FUNCTION
358,underground,,HAS_FUNCTION
358,.,,
359,sinter,DEFINIENDUM,
359,:,,
359,A,,
359,mineral,GENUS,
359,precipitate,GENUS,
359,deposited,,HAS_CAUSE
359,by,,HAS_CAUSE
359,a,,HAS_CAUSE
359,mineral,,HAS_CAUSE
359,spring,,HAS_CAUSE
359,",",,
359,either,,
359,hot,,
359,or,,
359,cold,,
359,.,,
359,Siliceous,SPECIES,
359,sinter,SPECIES,
359,",",,
359,consisting,,COMPOSITION_MEDIUM
359,of,,COMPOSITION_MEDIUM
359,silica,,COMPOSITION_MEDIUM
359,",",,
359,is,,
359,also,,
359,called,,
359,geyserite,SPECIES,
359,and,,
359,fiorite,SPECIES,
359,;,,
359,calcareous,SPECIES,
359,sinter,SPECIES,
359,",",,
359,consisting,,COMPOSITION_MEDIUM
359,of,,COMPOSITION_MEDIUM
359,calcium,,COMPOSITION_MEDIUM
359,carbonate,,COMPOSITION_MEDIUM
359,",",,
359,is,,
359,also,,
359,called,,
359,tufa,SPECIES,
359,",",,
359,travertine,SPECIES,
359,",",,
359,and,,
359,onyx,SPECIES,
359,marble,SPECIES,
359,.,,
360,siphon,DEFINIENDUM,
360,:,,
360,In,,
360,speleology,,
360,",",,
360,a,,
360,cave,GENUS,
360,passage,GENUS,
360,in,,HAS_LOCATION
360,which,,HAS_LOCATION
360,the,,HAS_LOCATION
360,ceiling,,HAS_LOCATION
360,dips,,HAS_LOCATION
360,below,,HAS_LOCATION
360,a,,HAS_LOCATION
360,water,,HAS_LOCATION
360,surface,,HAS_LOCATION
360,.,,
361,slump,DEFINIENDUM,
361,pit,DEFINIENDUM,
361,:,,
361,A,,
361,hollow,GENUS,
361,in,,
361,the,,HAS_LOCATION
361,clay,,HAS_LOCATION
361,fill,,HAS_LOCATION
361,of,,HAS_LOCATION
361,a,,HAS_LOCATION
361,cave,,HAS_LOCATION
361,floor,,HAS_LOCATION
361,caused,,HAS_CAUSE
361,by,,HAS_CAUSE
361,erosion,,HAS_CAUSE
361,beneath,,HAS_CAUSE
361,the,,HAS_CAUSE
361,fill,,HAS_CAUSE
361,.,,
362,solution,DEFINIENDUM,
362,pan,DEFINIENDUM,
362,:,,
362,Shallow,,HAS_FORM
362,solution,GENUS,HAS_CAUSE
362,basin,GENUS,
362,formed,,COMPOSITION_MEDIUM
362,on,,COMPOSITION_MEDIUM
362,bare,,COMPOSITION_MEDIUM
362,limestone,,COMPOSITION_MEDIUM
362,",",,
362,generally,,HAS_FORM
362,characterized,,HAS_FORM
362,by,,HAS_FORM
362,flat,,HAS_FORM
362,bottom,,HAS_FORM
362,and,,HAS_FORM
362,overhanging,,HAS_FORM
362,sides,,HAS_FORM
362,.,,
362,Synonyms,,
362,:,,
362,Kamenitza,DEFINIENDUM,
362,;,,
362,Opferkessel,DEFINIENDUM,
362,;,,
362,panhole,DEFINIENDUM,
362,;,,
362,tinajita,DEFINIENDUM,
362,.,,
363,solution,DEFINIENDUM,
363,pipe,DEFINIENDUM,
363,:,,
363,A,,
363,vertical,,HAS_FORM
363,cylindrical,,HAS_FORM
363,hole,GENUS,
363,attributable,,HAS_CAUSE
363,to,,HAS_CAUSE
363,solution,,HAS_CAUSE
363,",",,
363,often,,HAS_FORM
363,without,,HAS_FORM
363,surface,,HAS_FORM
363,expression,,HAS_FORM
363,",",,
363,filled,,COMPOSITION_MEDIUM
363,with,,COMPOSITION_MEDIUM
363,debris,,COMPOSITION_MEDIUM
363,",",,COMPOSITION_MEDIUM
363,such,,COMPOSITION_MEDIUM
363,as,,COMPOSITION_MEDIUM
363,sand,,COMPOSITION_MEDIUM
363,",",,COMPOSITION_MEDIUM
363,clay,,COMPOSITION_MEDIUM
363,",",,COMPOSITION_MEDIUM
363,rock,,COMPOSITION_MEDIUM
363,chips,,COMPOSITION_MEDIUM
363,",",,COMPOSITION_MEDIUM
363,and,,COMPOSITION_MEDIUM
363,bones,,COMPOSITION_MEDIUM
363,.,,
363,Synonym,,
363,:,,
363,sand,,
363,pipe,,
363,.,,
363,See,,
363,also,,
363,geologic,,
363,organ,,
363,.,,
364,sotano,DEFINIENDUM,
364,:,,
364,Term,,
364,used,,
364,in,,
364,Mexico,,
364,for,,
364,deep,,HAS_FORM
364,vertical,GENUS,HAS_FORM
364,shafts,GENUS,
364,in,,COMPOSITION_MEDIUM
364,limestone,,COMPOSITION_MEDIUM
364,",",,
364,which,,
364,may,,
364,or,,
364,may,,
364,not,,
364,lead,,
364,to,,
364,a,,
364,cave,,
364,.,,
365,The,,
365,result,,
365,is,,
365,the,,
365,so-called,,
365,lampenflora,DEFINIENDUM,
365,",",,
365,that,DEFINITOR,
365,is,DEFINITOR,
365,",",DEFINITOR,
365,green,GENUS,
365,plants,GENUS,
365,(,,
365,generally,,
365,algae,SPECIES,
365,",",,
365,fern,SPECIES,
365,",",,
365,moss,SPECIES,
365,),,
365,developing,,
365,on,,HAS_LOCATION
365,cave,,HAS_LOCATION
365,walls,,HAS_LOCATION
365,or,,HAS_LOCATION
365,formations,,HAS_LOCATION
365,close,,HAS_LOCATION
365,to,,HAS_LOCATION
365,a,,HAS_LOCATION
365,light,,HAS_LOCATION
365,source,,HAS_LOCATION
365,.,,HAS_LOCATION
366,Visitor,DEFINIENDUM,
366,capacity,DEFINIENDUM,
366,is,DEFINITOR,
366,defined,DEFINITOR,
366,as,DEFINITOR,
366,the,GENUS,
366,number,GENUS,DEFINED_AS
366,of,GENUS,DEFINED_AS
366,visitors,GENUS,DEFINED_AS
366,to,,DEFINED_AS
366,a,,DEFINED_AS
366,given,,DEFINED_AS
366,cave,,DEFINED_AS
366,over,,DEFINED_AS
366,a,,DEFINED_AS
366,given,,DEFINED_AS
366,time,,DEFINED_AS
366,period,,DEFINED_AS
366,",",,DEFINED_AS
366,which,,DEFINED_AS
366,does,,DEFINED_AS
366,not,,DEFINED_AS
366,permanently,,DEFINED_AS
366,change,,DEFINED_AS
366,the,,DEFINED_AS
366,environmental,,DEFINED_AS
366,parameters,,DEFINED_AS
366,beyond,,DEFINED_AS
366,their,,DEFINED_AS
366,natural,,DEFINED_AS
366,fluctuation,,DEFINED_AS
366,range,,DEFINED_AS
366,.,,
367,Allogeneic,DEFINIENDUM,
367,waters,DEFINIENDUM,
367,are,DEFINITOR,
367,defined,DEFINITOR,
367,as,DEFINITOR,
367,stream,GENUS,DEFINED_AS
367,flow,GENUS,DEFINED_AS
367,derived,,DEFINED_AS
367,from,,DEFINED_AS
367,nonlocal,,DEFINED_AS
367,sources,,DEFINED_AS
367,.,,
368,Base,DEFINIENDUM,
368,level,DEFINIENDUM,
368,refers,DEFINITOR,
368,to,DEFINITOR,
368,sea,GENUS,DEFINED_AS
368,level,GENUS,DEFINED_AS
368,or,,DEFINED_AS
368,the,GENUS,DEFINED_AS
368,lowest,GENUS,DEFINED_AS
368,level,GENUS,DEFINED_AS
368,of,GENUS,DEFINED_AS
368,master,GENUS,DEFINED_AS
368,stream,GENUS,DEFINED_AS
368,erosion,GENUS,DEFINED_AS
368,.,,
369,A,,
369,cover-collapse,DEFINIENDUM,
369,sinkhole,DEFINIENDUM,
369,is,DEFINITOR,
369,a,DEFINITOR,
369,subtype,DEFINITOR,
369,of,DEFINITOR,
369,a,,
369,subsidence,GENUS,
369,sinkhole,GENUS,
369,.,,
370,According,,
370,to,,
370,European,,
370,usage,,
370,",",,
370,suffosion,DEFINIENDUM,
370,dolines,DEFINIENDUM,
370,are,DEFINITOR,
370,small,,HAS_SIZE
370,depressions,GENUS,HAS_FORM
370,usually,,HAS_SIZE
370,only,,HAS_SIZE
370,a,,HAS_SIZE
370,few,,HAS_SIZE
370,meters,,HAS_SIZE
370,in,,HAS_SIZE
370,diameter,,HAS_SIZE
370,and,,HAS_SIZE
370,depth,,HAS_SIZE
370,.,,
371,According,,
371,to,,
371,this,,
371,concept,,
371,",",,
371,a,,
371,sinkhole,DEFINIENDUM,
371,is,DEFINITOR,
371,part,DEFINITOR,
371,of,DEFINITOR,
371,a,DEFINITOR,
371,long-term,,
371,process,GENUS,
371,and,,
371,it,,
371,may,,HAS_FORM
371,have,,HAS_FORM
371,different,,HAS_FORM
371,forms,,HAS_FORM
371,and,,HAS_FORM
371,surface,,HAS_FORM
371,expressions,,HAS_FORM
371,at,,
371,different,,
371,times,,
371,.,,
372,A,,
372,cave,DEFINIENDUM,
372,system,DEFINIENDUM,
372,is,DEFINITOR,
372,a,DEFINITOR,DEFINED_AS
372,group,DEFINITOR,DEFINED_AS
372,of,DEFINITOR,DEFINED_AS
372,several,GENUS,DEFINED_AS
372,interconnected,GENUS,DEFINED_AS
372,caves,GENUS,DEFINED_AS
372,explored,,DEFINED_AS
372,separately,,DEFINED_AS
372,and,,DEFINED_AS
372,later,,DEFINED_AS
372,joined,,DEFINED_AS
372,by,,DEFINED_AS
372,the,,DEFINED_AS
372,discovery,,DEFINED_AS
372,of,,DEFINED_AS
372,interconnecting,,DEFINED_AS
372,passages,,DEFINED_AS
372,.,,
373,Hypogene,DEFINIENDUM,
373,speleogenesis,DEFINIENDUM,
373,is,DEFINITOR,
373,defined,DEFINITOR,
373,as,DEFINITOR,
373,the,,
373,formation,GENUS,DEFINED_AS
373,of,GENUS,DEFINED_AS
373,solution-enlarged,GENUS,DEFINED_AS
373,permeability,GENUS,DEFINED_AS
373,structures,GENUS,DEFINED_AS
373,by,,DEFINED_AS
373,water,,DEFINED_AS
373,that,,HAS_CAUSE
373,recharges,,HAS_CAUSE
373,the,,HAS_CAUSE
373,cavernous,,HAS_CAUSE
373,zone,,HAS_CAUSE
373,from,,HAS_CAUSE
373,below,,HAS_CAUSE
373,",",,HAS_CAUSE
373,independent,,HAS_CAUSE
373,of,,HAS_CAUSE
373,recharge,,HAS_CAUSE
373,from,,HAS_CAUSE
373,the,,HAS_CAUSE
373,overlying,,HAS_CAUSE
373,or,,HAS_CAUSE
373,immediately,,HAS_CAUSE
373,adjacent,,HAS_CAUSE
373,surface,,HAS_CAUSE
373,(,,
373,Ford,,
373,",",,
373,2006,,
373,;,,
373,Klimchouk,,
373,",",,
373,2007,,
373,),,
373,.,,
374,Fossil,,
374,vertically,GENUS,HAS_FORM
374,extended,GENUS,HAS_FORM
374,collapse,GENUS,HAS_FORM
374,features,GENUS,HAS_FORM
374,known,DEFINITOR,
374,as,DEFINITOR,
374,breccia,SPECIES,
374,pipes,SPECIES,
374,",",,
374,collapse,SPECIES,
374,columns,SPECIES,
374,",",,
374,or,,
374,geologic,SPECIES,
374,organs,SPECIES,
374,",",,
374,and,,
374,also,DEFINITOR,
374,termed,DEFINITOR,
374,vertical,DEFINIENDUM,
374,through,DEFINIENDUM,
374,structures,DEFINIENDUM,
374,",",,
374,are,,
374,a,,
374,common,,
374,by-product,,HAS_CAUSE
374,of,,HAS_CAUSE
374,hypogene,,HAS_CAUSE
374,speleogenesis,,HAS_CAUSE
374,in,,
374,a,,
374,variety,,
374,of,,
374,geological,,
374,settings,,
374,.,,
375,Speleogenesis,DEFINIENDUM,
375,is,DEFINITOR,
375,a,DEFINITOR,
375,result,,HAS_CAUSE
375,of,,HAS_CAUSE
375,dissolution,,HAS_CAUSE
375,of,,HAS_CAUSE
375,soluble,,HAS_CAUSE
375,rocks,,HAS_CAUSE
375,by,,HAS_CAUSE
375,groundwater,,HAS_CAUSE
375,.,,
376,Speleothems,DEFINIENDUM,
376,are,DEFINITOR,
376,deposits,GENUS,
376,of,,
376,secondary,,
376,minerals,,
376,(,,
376,such,,
376,as,,
376,calcite,,
376,),,
376,that,,
376,form,,HAS_LOCATION
376,on,,HAS_LOCATION
376,the,,HAS_LOCATION
376,ceilings,,HAS_LOCATION
376,",",,HAS_LOCATION
376,walls,,HAS_LOCATION
376,",",,HAS_LOCATION
376,and,,HAS_LOCATION
376,floors,,HAS_LOCATION
376,of,,HAS_LOCATION
376,caves,,HAS_LOCATION
376,.,,HAS_LOCATION
377,Straw,DEFINIENDUM,
377,stalactites,DEFINIENDUM,
377,are,DEFINITOR,
377,hollow,GENUS,HAS_FORM
377,tubes,GENUS,HAS_FORM
377,",",,
377,about,,HAS_SIZE
377,5,,HAS_SIZE
377,mm,,HAS_SIZE
377,in,,HAS_SIZE
377,diameter,,HAS_SIZE
377,",",,
377,and,,
377,are,,
377,often,,HAS_FORM
377,very,,HAS_FORM
377,coarsely,,HAS_FORM
377,crystalline,,HAS_FORM
377,with,,HAS_FORM
377,the,,HAS_FORM
377,straw,,HAS_FORM
377,axis,,HAS_FORM
377,corresponding,,HAS_FORM
377,to,,HAS_FORM
377,the,,HAS_FORM
377,c-axis,,HAS_FORM
377,direction,,HAS_FORM
377,of,,HAS_FORM
377,the,,HAS_FORM
377,calcite,,HAS_FORM
377,crystals,,HAS_FORM
377,.,,
378,Helictites,DEFINIENDUM,
378,are,DEFINITOR,
378,an,,
378,erratic,,HAS_FORM
378,stalactite-like,GENUS,HAS_FORM
378,form,GENUS,HAS_FORM
378,that,,
378,occurs,,HAS_CAUSE
378,when,,HAS_CAUSE
378,seepage,,HAS_CAUSE
378,rates,,HAS_CAUSE
378,are,,HAS_CAUSE
378,too,,HAS_CAUSE
378,slow,,HAS_CAUSE
378,for,,HAS_CAUSE
378,complete,,HAS_CAUSE
378,drops,,HAS_CAUSE
378,to,,HAS_CAUSE
378,form,,HAS_CAUSE
378,.,,
379,Cave,DEFINIENDUM,
379,pearls,DEFINIENDUM,
379,are,DEFINITOR,
379,near-spherical,,HAS_FORM
379,",",,HAS_FORM
379,unattached,,HAS_FORM
379,speleothem,GENUS,HAS_FORM
379,hat,,
379,form,,HAS_LOCATION
379,in,,HAS_LOCATION
379,pools,,HAS_LOCATION
379,agitated,,HAS_CAUSE
379,by,,HAS_CAUSE
379,water,,HAS_CAUSE
379,dripping,,HAS_CAUSE
379,from,,HAS_CAUSE
379,considerable,,HAS_CAUSE
379,heights,,HAS_CAUSE
379,.,,
380,Intrastratal,DEFINIENDUM,
380,karstification,DEFINIENDUM,
380,refers,DEFINITOR,
380,to,DEFINITOR,
380,the,DEFINITOR,
380,preferential,GENUS,DEFINED_AS
380,dissolution,GENUS,DEFINED_AS
380,of,,DEFINED_AS
380,a,,DEFINED_AS
380,particular,,DEFINED_AS
380,bed,,DEFINED_AS
380,or,,DEFINED_AS
380,other,,DEFINED_AS
380,unit,,DEFINED_AS
380,within,,COMPOSITION_MEDIUM
380,a,,COMPOSITION_MEDIUM
380,sequence,,COMPOSITION_MEDIUM
380,of,,COMPOSITION_MEDIUM
380,soluble,,COMPOSITION_MEDIUM
380,rocks,,COMPOSITION_MEDIUM
380,",",,COMPOSITION_MEDIUM
380,e.g,,COMPOSITION_MEDIUM
380,.,,COMPOSITION_MEDIUM
380,a,,COMPOSITION_MEDIUM
380,gypsum,,COMPOSITION_MEDIUM
380,bed,,COMPOSITION_MEDIUM
380,in,,COMPOSITION_MEDIUM
380,a,,COMPOSITION_MEDIUM
380,dolomite,,COMPOSITION_MEDIUM
380,formation,,COMPOSITION_MEDIUM
380,.,,
381,Exokarst,DEFINIENDUM,
381,refers,DEFINITOR,
381,to,DEFINITOR,
381,the,,
381,suit,,
381,of,,
381,karst,GENUS,CONTAINS
381,features,,CONTAINS
381,developed,,CONTAINS
381,at,,CONTAINS
381,the,,CONTAINS
381,surface,,CONTAINS
381,.,,
382,Cryptokarst,DEFINIENDUM,
382,refers,DEFINITOR,
382,to,DEFINITOR,
382,karst,GENUS,
382,forms,,
382,developed,,COMPOSITION_MEDIUM
382,beneath,,COMPOSITION_MEDIUM
382,a,,COMPOSITION_MEDIUM
382,blanket,,COMPOSITION_MEDIUM
382,of,,COMPOSITION_MEDIUM
382,permeable,,COMPOSITION_MEDIUM
382,sediments,,COMPOSITION_MEDIUM
382,such,,COMPOSITION_MEDIUM
382,as,,COMPOSITION_MEDIUM
382,soil,,COMPOSITION_MEDIUM
382,",",,COMPOSITION_MEDIUM
382,till,,COMPOSITION_MEDIUM
382,",",,COMPOSITION_MEDIUM
382,periglacial,,COMPOSITION_MEDIUM
382,deposits,,COMPOSITION_MEDIUM
382,and,,COMPOSITION_MEDIUM
382,residual,,COMPOSITION_MEDIUM
382,clays,,COMPOSITION_MEDIUM
382,.,,
383,Karst-like,GENUS,HAS_FORM
