Sentence,Word,POS,Tag
,dissolved,VERB,O
,carbon,NOUN,O
,dioxide,NOUN,O
,or,CCONJ,O
,",",PUNCT,O
,rarely,ADV,O
,",",PUNCT,O
,other,ADJ,O
,acids,NOUN,O
,.,PUNCT,O
Sentence 365,anastomosis,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,network,NOUN,O
,of,ADP,O
,tubular,ADJ,O
,passages,NOUN,O
,or,CCONJ,O
,holes,NOUN,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,or,CCONJ,O
,in,ADP,O
,a,DET,O
,solution,NOUN,O
,-,SYM,O
,sculptured,VERB,O
,rock,NOUN,O
,.,PUNCT,O
,A,DET,O
,complex,NOUN,O
,of,ADP,O
,many,ADJ,O
,irregular,ADJ,O
,and,CCONJ,O
,repeatedly,ADV,O
,connected,VERB,O
,passages,NOUN,O
,.,PUNCT,O
,Synonym,NOUN,O
,",",PUNCT,O
,labryrinth,NOUN,O
,.,PUNCT,O
Sentence 366,anthodite,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,cave,NOUN,GEN
,formation,NOUN,GEN
,composed,VERB,O
,of,ADP,O
,feathery,NOUN,O
,or,CCONJ,O
,radiating,VERB,O
,masses,NOUN,O
,of,ADP,O
,long,ADJ,O
,needlelike,NOUN,O
,crystals,NOUN,O
,of,ADP,O
,gypsum,NOUN,O
,or,CCONJ,O
,aragonite,NOUN,O
,",",PUNCT,O
,which,PRON,O
,radiate,ADV,O
,ortward,ADV,O
,from,ADP,O
,a,DET,O
,common,ADJ,O
,base,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,cave,NOUN,O
,flower,NOUN,O
,.,PUNCT,O
,feathery,NOUN,O
,or,CCONJ,O
,radiating,VERB,O
,long,ADJ,O
,needlelike,ADJ,O
Sentence 367,apron,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,smooth,ADJ,O
,bulging,VERB,O
,mass,NOUN,GEN
,of,ADP,GEN
,flowstone,NOUN,GEN
,covering,VERB,O
,sloping,ADJ,O
,projections,NOUN,O
,from,ADP,O
,walls,NOUN,O
,of,ADP,O
,caves,NOUN,O
,or,CCONJ,O
,limestone,NOUN,O
,cliffs,NOUN,O
,.,PUNCT,O
Sentence 368,aquifer,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,ground-water,NOUN,GEN
,reservoir,NOUN,GEN
,.,PUNCT,O
,Pervious,ADJ,O
,rock,NOUN,O
,that,PRON,O
,is,AUX,O
,completely,ADV,O
,saturated,ADJ,O
,and,CCONJ,O
,will,AUX,O
,yield,VERB,O
,water,NOUN,O
,to,ADP,O
,a,DET,O
,well,NOUN,O
,or,CCONJ,O
,spring,NOUN,O
,.,PUNCT,O
Sentence 369,aragonite,PROPN,DFD
,:,PUNCT,O
,A,DET,O
,mineral,NOUN,GEN
,composed,VERB,O
,of,ADP,O
,calcium,NOUN,O
,carbonate,NOUN,O
,",",PUNCT,O
,CaCO2,NOUN,O
,",",PUNCT,O
,like,ADP,O
,calcite,NOUN,O
,but,CCONJ,O
,differing,VERB,O
,in,ADP,O
,crystal,NOUN,O
,form,NOUN,O
,.,PUNCT,O
Sentence 370,arete,NOUN,O
,and,CCONJ,O
,pinnacle,NOUN,DFD
,karst,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,landscape,NOUN,GEN
,of,ADP,O
,naked,ADJ,O
,reticulated,ADV,O
,saw-topped,NOUN,O
,ridges,NOUN,O
,having,VERB,O
,almost,ADV,O
,vertical,ADJ,O
,slopes,NOUN,O
,and,CCONJ,O
,a,DET,O
,relief,NOUN,O
,of,ADP,O
,as,ADV,O
,much,ADJ,O
,as,ADP,O
,120,NUM,O
,meters,NOUN,O
,.,PUNCT,O
,The,DET,O
,ridges,NOUN,O
,rise,VERB,O
,above,ADP,O
,forest-covered,NOUN,O
,corridors,NOUN,O
,and,CCONJ,O
,depressions,NOUN,O
,.,PUNCT,O
,Found,VERB,O
,in,ADP,O
,New,PROPN,O
,Guinea,PROPN,O
,at,ADP,O
,elevations,NOUN,O
,of,ADP,O
,2,NUM,O
,",",PUNCT,O
,000,NUM,O
,meters,NOUN,O
,and,CCONJ,O
,more,ADJ,O
,.,PUNCT,O
Sentence 371,arete,NOUN,DFD
,and,CCONJ,O
,pinnacle,NOUN,O
,karst,NOUN,O
,:,PUNCT,O
,A,DET,O
,landscape,NOUN,GEN
,of,ADP,O
,naked,ADJ,O
,reticulated,ADV,O
,saw-topped,NOUN,O
,ridges,NOUN,O
,having,VERB,O
,almost,ADV,O
,vertical,ADJ,O
,slopes,NOUN,O
,and,CCONJ,O
,a,DET,O
,relief,NOUN,O
,of,ADP,O
,as,ADV,O
,much,ADJ,O
,as,ADP,O
,120,NUM,O
,meters,NOUN,O
,.,PUNCT,O
,The,DET,O
,ridges,NOUN,O
,rise,VERB,O
,above,ADP,O
,forest-covered,NOUN,O
,corridors,NOUN,O
,and,CCONJ,O
,depressions,NOUN,O
,.,PUNCT,O
,Found,VERB,O
,in,ADP,O
,New,PROPN,O
,Guinea,PROPN,O
,at,ADP,O
,elevations,NOUN,O
,of,ADP,O
,2,NUM,O
,",",PUNCT,O
,000,NUM,O
,meters,NOUN,O
,and,CCONJ,O
,more,ADJ,O
,.,PUNCT,O
Sentence 372,backflooding,NOUN,DFD
,:,PUNCT,O
,Temporarily,ADV,O
,rising,VERB,GEN
,water,NOUN,GEN
,level,NOUN,GEN
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,caused,VERB,O
,downstream,ADJ,O
,passage,NOUN,O
,being,AUX,O
,too,ADV,O
,small,ADJ,O
,to,PART,O
,pass,VERB,O
,an,DET,O
,abnormally,ADV,O
,high,ADJ,O
,discharge,NOUN,O
,.,PUNCT,O
,The,DET,O
,excavation,NOUN,O
,and,CCONJ,O
,reexcavation,NOUN,O
,of,ADP,O
,some,DET,O
,caves,NOUN,O
,is,AUX,O
,ascribed,VERB,O
,to,ADP,O
,the,DET,O
,enlargement,NOUN,O
,of,ADP,O
,a,DET,O
,passage,NOUN,O
,at,ADP,O
,or,CCONJ,O
,near,ADP,O
,the,DET,O
,water,NOUN,O
,table,NOUN,O
,by,ADP,O
,gravity,NOUN,O
,flow,NOUN,O
,alternating,VERB,O
,with,ADP,O
,periods,NOUN,O
,of,ADP,O
,calcite,NOUN,O
,precipitation,NOUN,O
,.,PUNCT,O
Sentence 373,bacon,NOUN,DFD
,:,PUNCT,O
,Thin,ADJ,O
,",",PUNCT,O
,elongated,ADJ,O
,",",PUNCT,O
,translucent,ADJ,O
,flowstone,NOUN,GEN
,having,VERB,O
,parallel,ADJ,O
,colored,VERB,O
,bands,NOUN,O
,on,ADP,O
,or,CCONJ,O
,projecting,VERB,O
,from,ADP,O
,roofs,NOUN,O
,and,CCONJ,O
,walls,NOUN,O
,of,ADP,O
,some,DET,O
,caves,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,blanket,NOUN,O
,;,PUNCT,O
,curtain,NOUN,O
,;,PUNCT,O
,drapery,NOUN,O
,.,PUNCT,O
Sentence 374,balcony,NOUN,DFD
,:,PUNCT,O
,Any,DET,O
,projection,NOUN,GEN
,on,ADP,GEN
,the,DET,GEN
,wall,NOUN,GEN
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,large,ADJ,O
,enough,ADV,O
,to,PART,O
,support,VERB,O
,one,NUM,O
,or,CCONJ,O
,more,ADJ,O
,persons,NOUN,O
,.,PUNCT,O
Sentence 375,beachrock,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,friable,ADV,O
,to,PART,O
,indurated,ADV,O
,rock,NOUN,O
,consisting,VERB,O
,of,ADP,O
,sand,NOUN,O
,grains,NOUN,O
,of,ADP,O
,various,ADJ,O
,minerals,NOUN,O
,cemented,VERB,O
,by,ADP,O
,calcium,NOUN,O
,carbonate,NOUN,O
,;,PUNCT,O
,occurs,VERB,O
,in,ADP,O
,thin,ADJ,O
,beds,NOUN,O
,dipping,VERB,O
,seaward,NOUN,O
,at,ADP,O
,less,ADV,O
,than,ADP,O
,15,NUM,O
,°,NOUN,O
,.,PUNCT,O
,Also,ADV,O
,known,VERB,O
,as,ADP,O
,beach,NOUN,O
,standstone,NOUN,O
,.,PUNCT,O
Sentence 376,bedding-plane,NOUN,DFD
,cave,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,passage,NOUN,GEN
,formed,VERB,O
,along,ADP,O
,a,DET,O
,bedding,NOUN,O
,plane,NOUN,O
,",",PUNCT,O
,especially,ADV,O
,when,ADV,O
,there,PRON,O
,is,VERB,O
,a,DET,O
,difference,NOUN,O
,in,ADP,O
,susceptibility,NOUN,O
,to,ADP,O
,corrosion,NOUN,O
,in,ADP,O
,the,DET,O
,two,NUM,O
,beds,NOUN,O
,.,PUNCT,O
Sentence 377,blade,NOUN,DFD
,:,PUNCT,O
,In,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,a,DET,O
,thin,ADJ,O
,sharp,ADJ,O
,projection,NOUN,GEN
,jutting,ADV,O
,out,ADV,O
,from,ADP,O
,roof,NOUN,O
,",",PUNCT,O
,wall,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,floor,NOUN,O
,",",PUNCT,O
,of,ADP,O
,which,PRON,O
,it,PRON,O
,is,AUX,O
,an,DET,O
,integral,ADJ,O
,part,NOUN,O
,;,PUNCT,O
,generally,ADV,O
,the,DET,O
,remains,NOUN,O
,of,ADP,O
,a,DET,O
,partition,NOUN,O
,or,CCONJ,O
,bridge,NOUN,O
,.,PUNCT,O
Sentence 378,blanket,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,thick,ADJ,O
,layer,NOUN,O
,of,ADP,O
,dripstone,NOUN,GEN
,",",PUNCT,O
,not,ADV,O
,translucent,NOUN,O
,",",PUNCT,O
,see,VERB,O
,also,ADV,O
,bacon,NOUN,O
,;,PUNCT,O
,curtain,NOUN,O
,;,PUNCT,O
,drapery,NOUN,O
,.,PUNCT,O
Sentence 379,blind,ADJ,DFD
,valley,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,valley,NOUN,GEN
,that,PRON,O
,ends,VERB,O
,suddenly,ADV,O
,at,ADP,O
,the,DET,O
,point,NOUN,O
,where,ADV,O
,its,PRON,O
,stream,NOUN,O
,disappears,VERB,O
,underground,ADV,O
,;,PUNCT,O
,some,DET,O
,blind,ADJ,O
,valleys,NOUN,O
,have,VERB,O
,no,DET,O
,present-day,NOUN,O
,streams,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,half-blind,ADV,O
,valley,NOUN,O
,;,PUNCT,O
,marginal,ADJ,O
,polje,NOUN,O
,.,PUNCT,O
Sentence 380,blowhole,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,hole,NOUN,GEN
,on,ADP,O
,land,NOUN,O
,near,ADP,O
,the,DET,O
,shore,NOUN,O
,through,ADP,O
,which,PRON,O
,air,NOUN,O
,and,CCONJ,O
,water,NOUN,O
,are,AUX,O
,forced,VERB,O
,by,ADP,O
,incoming,VERB,O
,waves,NOUN,O
,.,PUNCT,O
Sentence 381,blowhole,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,small,ADJ,O
,hole,NOUN,GEN
,in,ADP,O
,the,DET,O
,surface,NOUN,O
,of,ADP,O
,the,DET,O
,Nullarbor,PROPN,O
,Plain,NOUN,O
,through,ADP,O
,which,PRON,O
,air,NOUN,O
,blows,VERB,O
,in,ADP,O
,and,CCONJ,O
,out,ADV,O
,with,ADP,O
,observable,VERB,O
,force,NOUN,O
,",",PUNCT,O
,sometimes,ADV,O
,audibly,ADV,O
,.,PUNCT,O
,*,PUNCT,O
,blowing,NOUN,O
,cave,NOUN,O
,.,PUNCT,O
,A,DET,O
,cave,NOUN,O
,out,ADP,O
,of,ADP,O
,which,PRON,O
,or,CCONJ,O
,into,ADP,O
,which,PRON,O
,a,DET,O
,current,NOUN,O
,of,ADP,O
,air,NOUN,O
,flows,VERB,O
,intermittently,ADV,O
,.,PUNCT,O
Sentence 382,blue,ADJ,DFD
,hole,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,major,ADJ,O
,emergence,NOUN,GEN
,where,ADV,O
,water,NOUN,O
,rises,VERB,O
,from,ADP,O
,below,ADV,O
,without,ADP,O
,great,ADJ,O
,turbulence,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,boiling,VERB,O
,spring,NOUN,O
,.,PUNCT,O
Sentence 383,blue,ADJ,DFD
,hole,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,drowned,VERB,O
,solution,NOUN,O
,sinkhole,NOUN,GEN
,.,PUNCT,O
Sentence 384,bogaz,PROPN,DFD
,:,PUNCT,O
,A,DET,O
,long,ADJ,O
,narrow,ADJ,O
,chasm,NOUN,O
,enlarged,VERB,O
,by,ADP,O
,solution,NOUN,O
,of,ADP,O
,the,DET,O
,limestone,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,corridor,NOUN,O
,;,PUNCT,O
,struga,PROPN,O
,;,PUNCT,O
,kanjon,NOUN,O
,.,PUNCT,O
Sentence 385,boiling,NOUN,DFD
,spring,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,large,ADJ,O
,turbulent,ADJ,O
,spring,NOUN,GEN
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,blue,ADJ,O
,hole,NOUN,O
,.,PUNCT,O
Sentence 386,bone-breccia,NOUN,DFD
,:,PUNCT,O
,Cave,NOUN,GEN
,breccia,NOUN,GEN
,including,VERB,O
,much,ADJ,O
,bone,NOUN,O
,.,PUNCT,O
,breccia,NOUN,O
Sentence 387,botryoid,NOUN,O
,:,PUNCT,O
,A,DET,O
,grapelike,NOUN,O
,deposit,NOUN,GEN
,of,ADP,GEN
,calcium,NOUN,GEN
,carbonate,NOUN,GEN
,generally,ADV,O
,found,VERB,O
,on,ADP,O
,walls,NOUN,O
,of,ADP,O
,caves,NOUN,O
,.,PUNCT,O
,Synonyms,NOUN,O
,",",PUNCT,O
,clusterite,NOUN,O
,;,PUNCT,O
,grape,NOUN,DFD
,formation,NOUN,DFD
,.,PUNCT,O
Sentence 388,botryoid,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,grapelike,NOUN,O
,deposit,NOUN,GEN
,of,ADP,GEN
,calcium,NOUN,GEN
,carbonate,NOUN,GEN
,generally,ADV,O
,found,VERB,O
,on,ADP,O
,walls,NOUN,O
,of,ADP,O
,caves,NOUN,O
,.,PUNCT,O
,Synonyms,NOUN,O
,",",PUNCT,O
,clusterite,NOUN,O
,;,PUNCT,O
,grape,NOUN,O
,formation,NOUN,O
,.,PUNCT,O
Sentence 389,botryoid,NOUN,O
,:,PUNCT,O
,A,DET,O
,grapelike,NOUN,O
,deposit,NOUN,GEN
,of,ADP,GEN
,calcium,NOUN,GEN
,carbonate,NOUN,GEN
,generally,ADV,O
,found,VERB,O
,on,ADP,O
,walls,NOUN,O
,of,ADP,O
,caves,NOUN,O
,.,PUNCT,O
,Synonyms,NOUN,O
,",",PUNCT,O
,clusterite,NOUN,DFD
,;,PUNCT,O
,grape,NOUN,O
,formation,NOUN,O
,.,PUNCT,O
Sentence 390,bourne,PROPN,DFD
,:,PUNCT,O
,Intermittent,ADJ,O
,stream,NOUN,GEN
,in,ADP,O
,a,DET,O
,normally,ADV,O
,dry,ADJ,O
,valley,NOUN,O
,in,ADP,O
,chalk,NOUN,O
,country,NOUN,O
,.,PUNCT,O
Sentence 391,boxwork,NOUN,DFD
,:,PUNCT,O
,Network,NOUN,O
,of,ADP,O
,thin,ADJ,GEN
,blades,NOUN,GEN
,of,ADP,O
,calcite,NOUN,O
,or,CCONJ,O
,gypsum,NOUN,O
,etched,VERB,O
,out,ADP,O
,in,ADP,O
,relief,NOUN,O
,on,ADP,O
,the,DET,O
,limestone,NOUN,O
,walls,NOUN,O
,and,CCONJ,O
,ceiling,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
Sentence 392,bridge,NOUN,DFD
,:,PUNCT,O
,In,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,a,DET,O
,residual,ADJ,O
,rock,NOUN,GEN
,span,NOUN,GEN
,across,ADP,O
,a,DET,O
,passage,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,natural,ADJ,O
,bridge,NOUN,O
Sentence 393,buried,VERB,DFD
,karst,NOUN,DFD
,:,PUNCT,O
,Karst,NOUN,GEN
,topography,NOUN,GEN
,buried,VERB,O
,by,ADP,O
,younger,ADJ,O
,sediments,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,covered,VERB,O
,karst,NOUN,O
,;,PUNCT,O
,paleokarst,NOUN,O
,.,PUNCT,O
Sentence 394,calcarenite,NOUN,DFD
,:,PUNCT,O
,Limestone,NOUN,GEN
,or,CCONJ,GEN
,dolomite,NOUN,GEN
,composed,VERB,O
,of,ADP,O
,coral,NOUN,O
,or,CCONJ,O
,shell,NOUN,O
,sand,NOUN,O
,or,CCONJ,O
,of,ADP,O
,grains,NOUN,O
,derived,VERB,O
,from,ADP,O
,the,DET,O
,disintegration,NOUN,O
,and,CCONJ,O
,erosion,NOUN,O
,of,ADP,O
,older,ADJ,O
,limestones,NOUN,O
,.,PUNCT,O
,Size,NOUN,O
,of,ADP,O
,particles,NOUN,O
,ranges,VERB,O
,from,ADP,O
,1,NUM,O
,/,PUNCT,O
,16,NUM,O
,to,ADP,O
,2,NUM,O
,millimeters,NOUN,O
,.,PUNCT,O
Sentence 395,calcilutite,NOUN,O
,:,PUNCT,O
,Clastic,NOUN,O
,limestone,NOUN,GEN
,or,CCONJ,O
,dolomite,NOUN,GEN
,in,ADP,O
,which,PRON,O
,the,DET,O
,grains,NOUN,O
,have,VERB,O
,an,DET,O
,average,ADJ,O
,diameter,NOUN,O
,of,ADP,O
,less,ADJ,O
,than,ADP,O
,1,NUM,O
,/,PUNCT,O
,16,NUM,O
,millimeter,NOUN,O
,;,PUNCT,O
,calcareous,NOUN,DFD
,mudstone,NOUN,DFD
,.,PUNCT,O
Sentence 396,calcilutite,NOUN,DFD
,:,PUNCT,O
,Clastic,NOUN,O
,limestone,NOUN,GEN
,or,CCONJ,O
,dolomite,NOUN,GEN
,in,ADP,O
,which,PRON,O
,the,DET,O
,grains,NOUN,O
,have,VERB,O
,an,DET,O
,average,ADJ,O
,diameter,NOUN,O
,of,ADP,O
,less,ADJ,O
,than,ADP,O
,1,NUM,O
,/,PUNCT,O
,16,NUM,O
,millimeter,NOUN,O
,;,PUNCT,O
,calcareous,NOUN,O
,mudstone,NOUN,O
,.,PUNCT,O
Sentence 397,calcirudite,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,fragmental,NOUN,O
,limestone,NOUN,GEN
,in,ADP,O
,which,PRON,O
,the,DET,O
,particles,NOUN,O
,are,AUX,O
,generally,ADV,O
,larger,ADJ,O
,than,ADP,O
,2,NUM,O
,millimeters,NOUN,O
,.,PUNCT,O
Sentence 398,calcite,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,mineral,NOUN,GEN
,composed,VERB,O
,of,ADP,O
,calcium,NOUN,O
,carbonate,NOUN,O
,",",PUNCT,O
,CaCOs,NOUN,O
,",",PUNCT,O
,like,ADP,O
,aragonite,NOUN,O
,but,CCONJ,O
,differing,VERB,O
,in,ADP,O
,crystal,NOUN,O
,form,NOUN,O
,;,PUNCT,O
,the,DET,O
,principal,ADJ,O
,constituent,NOUN,O
,of,ADP,O
,limestone,NOUN,O
,.,PUNCT,O
Sentence 399,calcite,NOUN,DFD
,bubble,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,hollow,ADJ,O
,sphere,NOUN,GEN
,formed,VERB,O
,by,ADP,O
,the,DET,O
,deposition,NOUN,O
,of,ADP,O
,calcite,NOUN,O
,around,ADP,O
,a,DET,O
,gas,NOUN,O
,bubble,NOUN,O
,;,PUNCT,O
,the,DET,O
,interior,NOUN,O
,is,AUX,O
,smooth,ADJ,O
,",",PUNCT,O
,and,CCONJ,O
,the,DET,O
,exterior,NOUN,O
,consists,VERB,O
,of,ADP,O
,small,ADJ,O
,jagged,ADJ,O
,crystals,NOUN,O
,.,PUNCT,O
Sentence 400,canopy,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,compound,NOUN,O
,cave,NOUN,GEN
,formation,NOUN,GEN
,consisting,VERB,O
,of,ADP,O
,flowstone,NOUN,O
,hanging,VERB,O
,from,ADP,O
,a,DET,O
,sloping,VERB,O
,wall,NOUN,O
,projection,NOUN,O
,and,CCONJ,O
,forming,VERB,O
,a,DET,O
,fringe,NOUN,O
,of,ADP,O
,shawls,NOUN,O
,or,CCONJ,O
,stalactites,NOUN,O
,on,ADP,O
,the,DET,O
,outer,ADJ,O
,edge,NOUN,O
,.,PUNCT,O
Sentence 401,canyon,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,steep-walled,VERB,O
,chasm,NOUN,GEN
,",",PUNCT,O
,gorge,NOUN,GEN
,",",PUNCT,O
,or,CCONJ,O
,ravine,NOUN,GEN
,cut,VERB,O
,by,ADP,O
,running,VERB,O
,water,NOUN,O
,.,PUNCT,O
Sentence 402,canyon,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,valley,NOUN,GEN
,formed,VERB,O
,by,ADP,O
,collapse,NOUN,O
,of,ADP,O
,the,DET,O
,roof,NOUN,O
,of,ADP,O
,a,DET,O
,long,ADJ,O
,fairly,ADV,O
,straight,ADJ,O
,cave,NOUN,O
,;,PUNCT,O
,a,DET,O
,karst,NOUN,O
,valley,NOUN,O
,.,PUNCT,O
Sentence 403,capillary,NOUN,DFD
,stalagmite,NOUN,DFD
,:,PUNCT,O
,Hollow,ADJ,O
,stalagmite,NOUN,GEN
,formed,VERB,O
,by,ADP,O
,saturated,VERB,O
,karst,NOUN,O
,water,NOUN,O
,pushed,VERB,O
,up,ADV,O
,through,ADP,O
,capillaries,NOUN,O
,and,CCONJ,O
,small,ADJ,O
,cracks,NOUN,O
,in,ADP,O
,a,DET,O
,sinter,NOUN,O
,crust,NOUN,O
,;,PUNCT,O
,covering,VERB,O
,permeable,NOUN,O
,fluvial,NOUN,O
,deposits,NOUN,O
,on,ADP,O
,the,DET,O
,floor,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,;,PUNCT,O
,first,ADV,O
,reported,VERB,O
,from,ADP,O
,Cuba,PROPN,O
,",",PUNCT,O
,where,ADV,O
,such,ADJ,O
,stalagmites,NOUN,O
,are,AUX,O
,composed,VERB,O
,of,ADP,O
,aragonite,NOUN,O
,.,PUNCT,O
Sentence 404,carbonate,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,rock,NOUN,GEN
,consisting,VERB,O
,mainly,ADV,O
,of,ADP,O
,carbonate,NOUN,O
,minerals,NOUN,O
,",",PUNCT,O
,such,ADJ,O
,as,ADP,O
,limestone,NOUN,O
,or,CCONJ,O
,dolomite,NOUN,O
,.,PUNCT,O
Sentence 405,cave,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,natural,ADJ,O
,underground,ADJ,O
,room,NOUN,GEN
,or,CCONJ,O
,series,NOUN,O
,of,ADP,O
,rooms,NOUN,O
,and,CCONJ,O
,passages,NOUN,O
,large,ADJ,O
,enough,ADV,O
,to,PART,O
,be,AUX,O
,entered,VERB,O
,by,ADP,O
,a,DET,O
,man,NOUN,O
,;,PUNCT,O
,generally,ADV,O
,formed,VERB,O
,by,ADP,O
,solution,NOUN,O
,of,ADP,O
,limestone,NOUN,O
,.,PUNCT,O
Sentence 406,cave,NOUN,DFD
,breakdown,NOUN,DFD
,:,PUNCT,O
,Enlargement,NOUN,GEN
,of,ADP,O
,parts,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,system,NOUN,O
,by,ADP,O
,fall,NOUN,O
,of,ADP,O
,rock,NOUN,O
,masses,NOUN,O
,from,ADP,O
,walls,NOUN,O
,and,CCONJ,O
,ceiling,NOUN,O
,.,PUNCT,O
Sentence 407,cave,NOUN,DFD
,breakdown,NOUN,DFD
,:,PUNCT,O
,Heaps,NOUN,GEN
,of,ADP,GEN
,rock,NOUN,GEN
,that,PRON,O
,have,AUX,O
,collapsed,VERB,O
,from,ADP,O
,the,DET,O
,walls,NOUN,O
,and,CCONJ,O
,ceiling,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,generally,ADV,O
,called,VERB,O
,cave,NOUN,O
,breccia,NOUN,O
,.,PUNCT,O
Sentence 408,cave,NOUN,DFD
,breccia,NOUN,DFD
,:,PUNCT,O
,Angular,ADJ,O
,fragments,NOUN,GEN
,of,ADP,GEN
,rock,NOUN,GEN
,forming,VERB,O
,a,DET,O
,fill,NOUN,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,either,CCONJ,O
,cemented,VERB,O
,together,ADV,O
,by,ADP,O
,dripstone,NOUN,O
,or,CCONJ,O
,in,ADP,O
,a,DET,O
,matrix,NOUN,O
,of,ADP,O
,cave,NOUN,O
,earth,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,solution,NOUN,O
,breccia,NOUN,O
,.,PUNCT,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
Sentence 409,cave,NOUN,DFD
,coral,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,rough,ADJ,O
,",",PUNCT,O
,knobby,NOUN,O
,growth,NOUN,O
,of,ADP,O
,calcite,NOUN,O
,resembling,VERB,O
,coral,NOUN,O
,in,ADP,O
,shape,NOUN,O
,",",PUNCT,O
,generally,ADV,O
,small,ADJ,O
,;,PUNCT,O
,found,VERB,O
,on,ADP,O
,floor,NOUN,O
,",",PUNCT,O
,walls,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,ceiling,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
,Synonym,NOUN,O
,",",PUNCT,O
,coral,NOUN,O
,formation,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,knobstone,NOUN,O
,.,PUNCT,O
,calcite,NOUN,O
Sentence 410,cave,NOUN,O
,coral,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,rough,ADJ,O
,",",PUNCT,O
,knobby,NOUN,O
,growth,NOUN,O
,of,ADP,O
,calcite,NOUN,O
,resembling,VERB,O
,coral,NOUN,O
,in,ADP,O
,shape,NOUN,O
,",",PUNCT,O
,generally,ADV,O
,small,ADJ,O
,;,PUNCT,O
,found,VERB,O
,on,ADP,O
,floor,NOUN,O
,",",PUNCT,O
,walls,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,ceiling,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
,Synonym,NOUN,O
,",",PUNCT,O
,coral,NOUN,O
,formation,NOUN,DFD
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,knobstone,NOUN,O
,.,PUNCT,O
,calcite,NOUN,O
Sentence 411,cave,NOUN,DFD
,earth,NOUN,DFD
,",",PUNCT,O
,cave,NOUN,O
,fill,NOUN,O
,:,PUNCT,O
,Insoluble,ADV,O
,deposits,NOUN,GEN
,of,ADP,O
,clay,NOUN,O
,",",PUNCT,O
,silt,NOUN,O
,",",PUNCT,O
,sand,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,gravel,NOUN,O
,flooring,NOUN,O
,or,CCONJ,O
,filling,VERB,O
,a,DET,O
,cave,NOUN,O
,passage,NOUN,O
,.,PUNCT,O
,In,ADP,O
,a,DET,O
,more,ADV,O
,restricted,ADJ,O
,sense,NOUN,O
,",",PUNCT,O
,cave,NOUN,O
,earth,NOUN,O
